año;fluencia medida;fluencia calculada;uno menos gamma index
2018;1.3.6.1.4.1.9590.100.1.2.85698254212262628141007894232468533256;1.3.6.1.4.1.9590.100.1.2.326803819111923528236516225840811566225;8.9297
2019;1.3.6.1.4.1.9590.100.1.2.349165463211494266711293959002105621164;1.3.6.1.4.1.9590.100.1.2.277955117313380709314450146941783687639;8.9163
2018;1.3.6.1.4.1.9590.100.1.2.354888559411729767336227227460411393708;1.3.6.1.4.1.9590.100.1.2.1635530811047154926667677582079406321;8.9008
2018;1.3.6.1.4.1.9590.100.1.2.334672524012842693318926703850222971956;1.3.6.1.4.1.9590.100.1.2.178631555810563935217596893682088769392;8.8464
2019;1.3.6.1.4.1.9590.100.1.2.286440820013503669331600242463401363080;1.3.6.1.4.1.9590.100.1.2.289633779512530678136235521783080091111;8.836
2019;1.3.6.1.4.1.9590.100.1.2.375612966211195860011085958711451878511;1.3.6.1.4.1.9590.100.1.2.145675271612418056840032610584237772787;8.8345
2018;1.3.6.1.4.1.9590.100.1.2.270037577010761900636873322594090375730;1.3.6.1.4.1.9590.100.1.2.41622627912951590811246212201906288434;8.8289
2018;1.3.6.1.4.1.9590.100.1.2.187075566810836195629667457283660850412;1.3.6.1.4.1.9590.100.1.2.217149604012643111310609972930550352301;8.803
2019;1.3.6.1.4.1.9590.100.1.2.328733063910352079820513916582161806633;1.3.6.1.4.1.9590.100.1.2.203227005511308530421123736521417739510;8.8011
2018;1.3.6.1.4.1.9590.100.1.2.308265859712848672406500596751895037397;1.3.6.1.4.1.9590.100.1.2.62640114011543701236144234712559997173;8.7947
2018;1.3.6.1.4.1.9590.100.1.2.386291561812322519035968603164154080510;1.3.6.1.4.1.9590.100.1.2.336925787310324136029649082133809635715;8.7933
2018;1.3.6.1.4.1.9590.100.1.2.222193815512001749809647215991130940797;1.3.6.1.4.1.9590.100.1.2.377353518311431754426367451500085942807;8.7849
2018;1.3.6.1.4.1.9590.100.1.2.247743682411607017009691820892503250441;1.3.6.1.4.1.9590.100.1.2.416544382412775072831181625913842313155;8.7826
2018;1.3.6.1.4.1.9590.100.1.2.373950812113296327313161798800522728547;1.3.6.1.4.1.9590.100.1.2.376991413410845766723782526944227135402;8.7689
2018;1.3.6.1.4.1.9590.100.1.2.24438423111181836540301144382105677892;1.3.6.1.4.1.9590.100.1.2.109320832812767932428445891861553728686;8.7617
2018;1.3.6.1.4.1.9590.100.1.2.266846963512763912337213943300466555681;1.3.6.1.4.1.9590.100.1.2.199696068012551397729165239062636082047;8.6816
2018;1.3.6.1.4.1.9590.100.1.2.363053787211560811910052435291011693765;1.3.6.1.4.1.9590.100.1.2.309265756713028989510205021781997828051;8.6742
2018;1.3.6.1.4.1.9590.100.1.2.381063175213608845308665220093107476813;1.3.6.1.4.1.9590.100.1.2.126474677811116285521057795870324268510;8.6637
2018;1.3.6.1.4.1.9590.100.1.2.320067092712941550536228031244165259338;1.3.6.1.4.1.9590.100.1.2.117690042811174139923828929422843260133;8.6519
2019;1.3.6.1.4.1.9590.100.1.2.85376835211461250918784321781748870658;1.3.6.1.4.1.9590.100.1.2.83903510711110887015124809413648422111;8.5974
2018;1.3.6.1.4.1.9590.100.1.2.318528580312471174326434192771513997234;1.3.6.1.4.1.9590.100.1.2.261629135212351729808547703242291874978;8.5806
2019;1.3.6.1.4.1.9590.100.1.2.117807930312430031131218812391158803486;1.3.6.1.4.1.9590.100.1.2.241769663312358691513910470510428495601;8.5154
2019;1.3.6.1.4.1.9590.100.1.2.254632548911081110517455650980696391320;1.3.6.1.4.1.9590.100.1.2.300256585913292704842820343150324418482;8.4687
2018;1.3.6.1.4.1.9590.100.1.2.69822335612608105930362041681829461379;1.3.6.1.4.1.9590.100.1.2.218880106610115228802839807273267785046;8.4441
2018;1.3.6.1.4.1.9590.100.1.2.160655133413423994430258689453860454044;1.3.6.1.4.1.9590.100.1.2.109103325012515333335316176991387308975;8.4097
2019;1.3.6.1.4.1.9590.100.1.2.326095499913241392109939851934034179002;1.3.6.1.4.1.9590.100.1.2.49675918611686455901054816182386955665;8.3929
2018;1.3.6.1.4.1.9590.100.1.2.196718375311019681319452860682266078640;1.3.6.1.4.1.9590.100.1.2.299672225912593636502288623653018707225;8.3542
2018;1.3.6.1.4.1.9590.100.1.2.57245569313098469222924404992112247203;1.3.6.1.4.1.9590.100.1.2.387399560411705056025516320012908793658;8.3537
2018;1.3.6.1.4.1.9590.100.1.2.129503353312465880626341922962207736483;1.3.6.1.4.1.9590.100.1.2.76834147312228917929806437641770973745;8.3493
2018;1.3.6.1.4.1.9590.100.1.2.134055061711061948641212271820554173976;1.3.6.1.4.1.9590.100.1.2.24246074011837003224697143191500686864;8.3251
2018;1.3.6.1.4.1.9590.100.1.2.408114984511274313311329053840418036584;1.3.6.1.4.1.9590.100.1.2.78550386112655200517303139042599304492;8.1786
2018;1.3.6.1.4.1.9590.100.1.2.275995668612376365024339961833867022433;1.3.6.1.4.1.9590.100.1.2.27932115813525704631647704621733605092;8.1773
2018;1.3.6.1.4.1.9590.100.1.2.288391453711181947338437595201289880241;1.3.6.1.4.1.9590.100.1.2.3403482211418300426491314131866889303;8.1652
2019;1.3.6.1.4.1.9590.100.1.2.355347789311812516923959335832207430504;1.3.6.1.4.1.9590.100.1.2.219988861510373148529434845661308231241;8.157
2019;1.3.6.1.4.1.9590.100.1.2.401693553211004692406409212652472762925;1.3.6.1.4.1.9590.100.1.2.295085372711387985308770336331346010765;8.1391
2018;1.3.6.1.4.1.9590.100.1.2.35850280711920228429978175310643597926;1.3.6.1.4.1.9590.100.1.2.373570893510821753300686718953569846083;8.1342
2018;1.3.6.1.4.1.9590.100.1.2.135185154813096972912899055442495243504;1.3.6.1.4.1.9590.100.1.2.301099268813236416031621341864142087912;8.1262
2018;1.3.6.1.4.1.9590.100.1.2.264180920412119173039143304962044551588;1.3.6.1.4.1.9590.100.1.2.322868751611929540112890410361071118815;8.1009
2018;1.3.6.1.4.1.9590.100.1.2.134094918711259854008569913602456127104;1.3.6.1.4.1.9590.100.1.2.969440412962960406420770673254891823;8.0873
2018;1.3.6.1.4.1.9590.100.1.2.189260917113006241513429968810710622475;1.3.6.1.4.1.9590.100.1.2.331081279910491492235636054000508473120;8.0676
2018;1.3.6.1.4.1.9590.100.1.2.245971520211308544517438962540434633659;1.3.6.1.4.1.9590.100.1.2.22276561610553995133437582603290018489;8.0283
2018;1.3.6.1.4.1.9590.100.1.2.261436272011076473733974204693716109968;1.3.6.1.4.1.9590.100.1.2.340949337112255116741499503670322989897;8.0253
2018;1.3.6.1.4.1.9590.100.1.2.262575106510957183419584470284003864377;1.3.6.1.4.1.9590.100.1.2.241965137712022767936723424573566431042;7.9965
2019;1.3.6.1.4.1.9590.100.1.2.385419364811662885105214769992524999943;1.3.6.1.4.1.9590.100.1.2.255524671412494804314018860980146664382;7.9832
2018;1.3.6.1.4.1.9590.100.1.2.307382345413941485025073156033829167422;1.3.6.1.4.1.9590.100.1.2.111943087912119361733234799552698749841;7.9791
2018;1.3.6.1.4.1.9590.100.1.2.226172350611884423125596148491390239953;1.3.6.1.4.1.9590.100.1.2.43735341612316672011784349871745919209;7.9635
2018;1.3.6.1.4.1.9590.100.1.2.60517078111990124800858842981435034508;1.3.6.1.4.1.9590.100.1.2.264150989211788973801734606151635724174;7.9447
2019;1.3.6.1.4.1.9590.100.1.2.392212536112125783433861300770594386284;1.3.6.1.4.1.9590.100.1.2.385191058311484117541631445862328447425;7.944
2018;1.3.6.1.4.1.9590.100.1.2.356638470011308734541749956121869406280;1.3.6.1.4.1.9590.100.1.2.178204780912292480806533690160678041410;7.9427
2018;1.3.6.1.4.1.9590.100.1.2.65878793010411983620497212172629526868;1.3.6.1.4.1.9590.100.1.2.78852451012177842733834254492469343396;7.9099
2018;1.3.6.1.4.1.9590.100.1.2.146098315311742874407383517931326373010;1.3.6.1.4.1.9590.100.1.2.279390998011231737635339104210369000728;7.9037
2018;1.3.6.1.4.1.9590.100.1.2.284913476611846466529157109101002546462;1.3.6.1.4.1.9590.100.1.2.364289808212961350900464380180947239455;7.9003
2019;1.3.6.1.4.1.9590.100.1.2.235673808011221964535195401593592078187;1.3.6.1.4.1.9590.100.1.2.17304553011401683609817678312146375639;7.8675
2019;1.3.6.1.4.1.9590.100.1.2.336322030511925276435894366070981183960;1.3.6.1.4.1.9590.100.1.2.196055568611491537511393696150878478238;7.8568
2019;1.3.6.1.4.1.9590.100.1.2.376709992011693114041730541021842472901;1.3.6.1.4.1.9590.100.1.2.201310469112785499001430386240492186575;7.8506
2019;1.3.6.1.4.1.9590.100.1.2.270184164612003821721773142030374648516;1.3.6.1.4.1.9590.100.1.2.66861322212877864919322861091449039655;7.8484
2019;1.3.6.1.4.1.9590.100.1.2.184175913711950461740528764281936220362;1.3.6.1.4.1.9590.100.1.2.189467082411515530729202426160925703925;7.8444
2019;1.3.6.1.4.1.9590.100.1.2.135496055011733863133146612820730611621;1.3.6.1.4.1.9590.100.1.2.159562175813419875516552638921281093556;7.8243
2018;1.3.6.1.4.1.9590.100.1.2.129101594512323812129606385921192537758;1.3.6.1.4.1.9590.100.1.2.162596421113627759428304382883859420153;7.8029
2018;1.3.6.1.4.1.9590.100.1.2.217556276912290306016544528692155774988;1.3.6.1.4.1.9590.100.1.2.208530486612270613739657760501929509421;7.7931
2018;1.3.6.1.4.1.9590.100.1.2.321893962411548824401932527500820383198;1.3.6.1.4.1.9590.100.1.2.359720624712631142122500374213147541558;7.7353
2018;1.3.6.1.4.1.9590.100.1.2.316929432211679931312635501372505897527;1.3.6.1.4.1.9590.100.1.2.260050444811651532912382119701133956333;7.7347
2018;1.3.6.1.4.1.9590.100.1.2.218612063513160422322808055440142095201;1.3.6.1.4.1.9590.100.1.2.2407198713781550525471778813370664765;7.7203
2018;1.3.6.1.4.1.9590.100.1.2.74405490510625614142265798563276411374;1.3.6.1.4.1.9590.100.1.2.112970846311503378723398143120873295363;7.6879
2019;1.3.6.1.4.1.9590.100.1.2.46933625013183210224483982620236917540;1.3.6.1.4.1.9590.100.1.2.326816210711090335610240851352552547674;7.6776
2019;1.3.6.1.4.1.9590.100.1.2.70780611512853330935304180980135982653;1.3.6.1.4.1.9590.100.1.2.403476692012371845701733065230942901158;7.6352
2019;1.3.6.1.4.1.9590.100.1.2.427567965812554120941912447190721822575;1.3.6.1.4.1.9590.100.1.2.404185013411329450521836204821805613317;7.6329
2018;1.3.6.1.4.1.9590.100.1.2.349804800313821847215804589043102815983;1.3.6.1.4.1.9590.100.1.2.141504918511005072804737212242987163148;7.6276
2019;1.3.6.1.4.1.9590.100.1.2.162828793711278364823704812874248141766;1.3.6.1.4.1.9590.100.1.2.191722859712246567408452991303379843947;7.6105
2018;1.3.6.1.4.1.9590.100.1.2.22107739313803735342760170274047569817;1.3.6.1.4.1.9590.100.1.2.39317411911003265424811096592364951112;7.6081
2019;1.3.6.1.4.1.9590.100.1.2.138601580812698040219908922173054730681;1.3.6.1.4.1.9590.100.1.2.303063235513234143704409061254190527474;7.6059
2019;1.3.6.1.4.1.9590.100.1.2.340109498013397564105468419943522967280;1.3.6.1.4.1.9590.100.1.2.315693154212317550234947416911400633149;7.5995
2018;1.3.6.1.4.1.9590.100.1.2.157733161812101185114403900482414408487;1.3.6.1.4.1.9590.100.1.2.198230136011687202132263701794017680063;7.591
2019;1.3.6.1.4.1.9590.100.1.2.76475095111780951116930922844253275836;1.3.6.1.4.1.9590.100.1.2.265071103712433120421280782312574845663;7.5332
2019;1.3.6.1.4.1.9590.100.1.2.12648440710016860121182432412562160372;1.3.6.1.4.1.9590.100.1.2.81031852811542610708168173273654949652;7.5028
2019;1.3.6.1.4.1.9590.100.1.2.191840176911657720909433307182376013721;1.3.6.1.4.1.9590.100.1.2.124880545412204707000429997081841873848;7.4956
2018;1.3.6.1.4.1.9590.100.1.2.115159106812985821409884775941371309809;1.3.6.1.4.1.9590.100.1.2.363547330711924833609548302294018631099;7.4939
2018;1.3.6.1.4.1.9590.100.1.2.210390203411742329542424777221338043690;1.3.6.1.4.1.9590.100.1.2.418841223012308835400609637371462602569;7.4893
2019;1.3.6.1.4.1.9590.100.1.2.267701284213747684013207044340964480958;1.3.6.1.4.1.9590.100.1.2.307107771211012512800844901450965016354;7.4722
2018;1.3.6.1.4.1.9590.100.1.2.61435303411833876125929501441864448751;1.3.6.1.4.1.9590.100.1.2.265360490712976027017857540121996499134;7.4629
2018;1.3.6.1.4.1.9590.100.1.2.215762278912635216229200314054276315981;1.3.6.1.4.1.9590.100.1.2.59293461312465571334211421982317667613;7.4589
2018;1.3.6.1.4.1.9590.100.1.2.27186461710928325705878460342531311333;1.3.6.1.4.1.9590.100.1.2.225844334911919395722047535733058106217;7.4511
2019;1.3.6.1.4.1.9590.100.1.2.183934118211923913238197687381762343399;1.3.6.1.4.1.9590.100.1.2.75096375812034591136469661571284519946;7.4507
2018;1.3.6.1.4.1.9590.100.1.2.404207094712297963616098290342749763098;1.3.6.1.4.1.9590.100.1.2.25416630013356787613830754963881492493;7.4501
2019;1.3.6.1.4.1.9590.100.1.2.302297491611752891426786881300923099309;1.3.6.1.4.1.9590.100.1.2.122112164411059946908436804202232224426;7.4295
2018;1.3.6.1.4.1.9590.100.1.2.427133558213764611022850461771692752681;1.3.6.1.4.1.9590.100.1.2.177572277511305895537079141264000428772;7.4235
2019;1.3.6.1.4.1.9590.100.1.2.413355291510209507725881586131059558054;1.3.6.1.4.1.9590.100.1.2.51705320211016930415421718122322470040;7.4231
2019;1.3.6.1.4.1.9590.100.1.2.242079023311940674237820606922431350912;1.3.6.1.4.1.9590.100.1.2.210058460211844505040115790143057756112;7.3975
2018;1.3.6.1.4.1.9590.100.1.2.127875307312943895609980566223205621451;1.3.6.1.4.1.9590.100.1.2.74278199610568668838328390932522432764;7.3764
2018;1.3.6.1.4.1.9590.100.1.2.123524334611121760241237256990295111615;1.3.6.1.4.1.9590.100.1.2.235597113013458865020752518680786999662;7.3413
2018;1.3.6.1.4.1.9590.100.1.2.420842978512973443118431676722884126793;1.3.6.1.4.1.9590.100.1.2.221705299413359729733933193571453755780;7.3273
2018;1.3.6.1.4.1.9590.100.1.2.40026870812148827537514832994061968055;1.3.6.1.4.1.9590.100.1.2.335098163912124801934677216504179090193;7.3224
2018;1.3.6.1.4.1.9590.100.1.2.210127468911172659409531063571528448923;1.3.6.1.4.1.9590.100.1.2.136594906211448388826353665600455335186;7.3149
2018;1.3.6.1.4.1.9590.100.1.2.284276757612931217904328203550039647782;1.3.6.1.4.1.9590.100.1.2.50019794112310240040414450170170937535;7.3137
2019;1.3.6.1.4.1.9590.100.1.2.353469874611494841522484151194146725945;1.3.6.1.4.1.9590.100.1.2.11168662411744345242248636760119794432;7.3044
2019;1.3.6.1.4.1.9590.100.1.2.217744301610769362515419380661224640533;1.3.6.1.4.1.9590.100.1.2.227849427611687226603453119100703710304;7.2909
2018;1.3.6.1.4.1.9590.100.1.2.287211791411404530334285193020741923520;1.3.6.1.4.1.9590.100.1.2.95456066511184947536987073714190804769;7.2398
2018;1.3.6.1.4.1.9590.100.1.2.309788223511822363029436937143392936729;1.3.6.1.4.1.9590.100.1.2.65234716911925259038580235520642954905;7.2365
2018;1.3.6.1.4.1.9590.100.1.2.330297959310551786909088705681327800255;1.3.6.1.4.1.9590.100.1.2.84656482911911101331024577423698691340;7.2198
2018;1.3.6.1.4.1.9590.100.1.2.119806706713332701023362981553678494981;1.3.6.1.4.1.9590.100.1.2.142348686310866476107929406820335581190;7.2192
2019;1.3.6.1.4.1.9590.100.1.2.353624413810002216336439192683680898301;1.3.6.1.4.1.9590.100.1.2.279198008312103160735131196711609873487;7.1779
2019;1.3.6.1.4.1.9590.100.1.2.308842646212056573334151714813588466220;1.3.6.1.4.1.9590.100.1.2.292293266711139133441300099872045153683;7.1711
2019;1.3.6.1.4.1.9590.100.1.2.400137865512572395901908983111183086726;1.3.6.1.4.1.9590.100.1.2.395473707310719974718292773551004801016;7.164
2018;1.3.6.1.4.1.9590.100.1.2.85930977212702268136436724982219717648;1.3.6.1.4.1.9590.100.1.2.265173921911315162300361867893452912812;7.1486
2018;1.3.6.1.4.1.9590.100.1.2.17514828612870620109299613803522170718;1.3.6.1.4.1.9590.100.1.2.311153663811847594637711694233541299185;7.1352
2019;1.3.6.1.4.1.9590.100.1.2.180607275811745138533120649360565168906;1.3.6.1.4.1.9590.100.1.2.7406232010834273600270629571107284153;7.1304
2018;1.3.6.1.4.1.9590.100.1.2.264404544010981088625416743983406431663;1.3.6.1.4.1.9590.100.1.2.250583515711963455133555680452857340098;7.1294
2019;1.3.6.1.4.1.9590.100.1.2.95286728710299409806764753180147853276;1.3.6.1.4.1.9590.100.1.2.95571351312696832827759346312984873652;7.1271
2018;1.3.6.1.4.1.9590.100.1.2.245378265513805309106425330540041606151;1.3.6.1.4.1.9590.100.1.2.302432881010742078910606634790629020083;7.116
2018;1.3.6.1.4.1.9590.100.1.2.134524025413681297038597666773236713538;1.3.6.1.4.1.9590.100.1.2.225135307012019759322615356300995099616;7.1106
2019;1.3.6.1.4.1.9590.100.1.2.232320027511718092518742357950846465353;1.3.6.1.4.1.9590.100.1.2.175030564211479754704893022072336051013;7.1097
2019;1.3.6.1.4.1.9590.100.1.2.170138484712101476405862885353082866338;1.3.6.1.4.1.9590.100.1.2.419843769611089294931237180651860470675;7.1064
2018;1.3.6.1.4.1.9590.100.1.2.333505085512764841716374281302991433378;1.3.6.1.4.1.9590.100.1.2.87020991612720185301298615422434256241;7.0726
2018;1.3.6.1.4.1.9590.100.1.2.311590297412097426439994909682616947962;1.3.6.1.4.1.9590.100.1.2.201726211510808175200455725203886781838;7.0244
2019;1.3.6.1.4.1.9590.100.1.2.147795442311395334938572005531307496046;1.3.6.1.4.1.9590.100.1.2.297880020111704470035633225193428514008;7.0149
2018;1.3.6.1.4.1.9590.100.1.2.280817110712030973235243204170019895467;1.3.6.1.4.1.9590.100.1.2.217074485713973462042340937281179304506;7.0091
2019;1.3.6.1.4.1.9590.100.1.2.211004824010585656623286908491072376997;1.3.6.1.4.1.9590.100.1.2.32202846213046493924095525202221731804;7.0017
2018;1.3.6.1.4.1.9590.100.1.2.382302130712476435826903888873778737639;1.3.6.1.4.1.9590.100.1.2.401934682512803566930484417482176975118;6.994
2018;1.3.6.1.4.1.9590.100.1.2.204481469510812857110465145712690669638;1.3.6.1.4.1.9590.100.1.2.262057593013068387742410426163609453239;6.9827
2018;1.3.6.1.4.1.9590.100.1.2.200654172111586410121637260122041025139;1.3.6.1.4.1.9590.100.1.2.168348714711931744429503266953537933381;6.9814
2018;1.3.6.1.4.1.9590.100.1.2.396209626512868558309330694903652492341;1.3.6.1.4.1.9590.100.1.2.406710343511699226506368552083468802805;6.9581
2018;1.3.6.1.4.1.9590.100.1.2.35465217611877255315855128611881981814;1.3.6.1.4.1.9590.100.1.2.346754967911051666510875619141387017446;6.9507
2018;1.3.6.1.4.1.9590.100.1.2.346986555812583316326740322681703785091;1.3.6.1.4.1.9590.100.1.2.167921503711605033205520449653926263438;6.9485
2018;1.3.6.1.4.1.9590.100.1.2.84999664912815318831145913701477972682;1.3.6.1.4.1.9590.100.1.2.118110877812586689939570287901951047260;6.9411
2019;1.3.6.1.4.1.9590.100.1.2.329411331712338049703513204692132632804;1.3.6.1.4.1.9590.100.1.2.138010383512071793611439397522442682617;6.9351
2018;1.3.6.1.4.1.9590.100.1.2.224198636911779605041149254810323869187;1.3.6.1.4.1.9590.100.1.2.153630462713232773112664295713826135174;6.9345
2019;1.3.6.1.4.1.9590.100.1.2.223628736311095518341967683983476324461;1.3.6.1.4.1.9590.100.1.2.126987447811913999413591008203881394161;6.9229
2018;1.3.6.1.4.1.9590.100.1.2.109976093011302971741633742353789564631;1.3.6.1.4.1.9590.100.1.2.422702248413993001306096902721297613039;6.9001
2018;1.3.6.1.4.1.9590.100.1.2.327897664312167255217795721044124950616;1.3.6.1.4.1.9590.100.1.2.395110364910708906330106336231147488463;6.8949
2019;1.3.6.1.4.1.9590.100.1.2.362231921711840206032047942840908969874;1.3.6.1.4.1.9590.100.1.2.368880943510602529640305903470806003722;6.8948
2018;1.3.6.1.4.1.9590.100.1.2.235340437010378222805216971821534101650;1.3.6.1.4.1.9590.100.1.2.383579312910971495916405364880472286343;6.8919
2019;1.3.6.1.4.1.9590.100.1.2.148577872312480315936879297650040895677;1.3.6.1.4.1.9590.100.1.2.132484564512787861614057361213310969800;6.8906
2018;1.3.6.1.4.1.9590.100.1.2.206673375412988735737568690420657106662;1.3.6.1.4.1.9590.100.1.2.391371837612487582302397594971412508184;6.8904
2018;1.3.6.1.4.1.9590.100.1.2.105451493312788515217675470510623271717;1.3.6.1.4.1.9590.100.1.2.313042484812504834906735115981322240808;6.8799
2018;1.3.6.1.4.1.9590.100.1.2.116153510012700382117352252763888254135;1.3.6.1.4.1.9590.100.1.2.45359152511124824839867270543838527144;6.8785
2018;1.3.6.1.4.1.9590.100.1.2.256733824712461742805943202660470990302;1.3.6.1.4.1.9590.100.1.2.354067256510793635518284711951251084870;6.8726
2018;1.3.6.1.4.1.9590.100.1.2.243987390012496553212387117322963490204;1.3.6.1.4.1.9590.100.1.2.251527682611487180041470184294248220370;6.8392
2018;1.3.6.1.4.1.9590.100.1.2.181455692812813727204224621130192162403;1.3.6.1.4.1.9590.100.1.2.28621485912905732725598519213562671839;6.8358
2018;1.3.6.1.4.1.9590.100.1.2.240472610113079378916942639430032151102;1.3.6.1.4.1.9590.100.1.2.378690277311249094201348788542066693796;6.835
2018;1.3.6.1.4.1.9590.100.1.2.117938175111921562137120710950749542597;1.3.6.1.4.1.9590.100.1.2.244466075910988502127644417371731852513;6.8031
2018;1.3.6.1.4.1.9590.100.1.2.214617330510977852723767684072948456847;1.3.6.1.4.1.9590.100.1.2.33457271811371962110226927542472017951;6.8022
2018;1.3.6.1.4.1.9590.100.1.2.424260288211263887221493265193192164396;1.3.6.1.4.1.9590.100.1.2.344789904413290175229809783431876663552;6.8022
2019;1.3.6.1.4.1.9590.100.1.2.168894451611068988523414238002972322600;1.3.6.1.4.1.9590.100.1.2.258026818011075197025846286290479661470;6.7945
2019;1.3.6.1.4.1.9590.100.1.2.74867927610433995326326806230677033092;1.3.6.1.4.1.9590.100.1.2.411429610912001563316423484390197278142;6.7906
2019;1.3.6.1.4.1.9590.100.1.2.244400331612341184242520403331054700220;1.3.6.1.4.1.9590.100.1.2.342490898512535851531354177282741462967;6.7706
2019;1.3.6.1.4.1.9590.100.1.2.411207964213598198128274830452268266461;1.3.6.1.4.1.9590.100.1.2.258553200012971609702688608611339613109;6.7677
2018;1.3.6.1.4.1.9590.100.1.2.252951735511001017632843237472448387849;1.3.6.1.4.1.9590.100.1.2.132409212013744659641764356331592899264;6.7566
2019;1.3.6.1.4.1.9590.100.1.2.143084299312799439634286870060717185112;1.3.6.1.4.1.9590.100.1.2.184583061711685457520542842102561143577;6.7521
2018;1.3.6.1.4.1.9590.100.1.2.265152122810948538403231379441883204195;1.3.6.1.4.1.9590.100.1.2.178101819910257561805454770552045854554;6.7431
2018;1.3.6.1.4.1.9590.100.1.2.75287221513457795132701623202071924722;1.3.6.1.4.1.9590.100.1.2.14398694412861676932753954770905220108;6.7313
2019;1.3.6.1.4.1.9590.100.1.2.92540654012999286002120283200909660994;1.3.6.1.4.1.9590.100.1.2.226715009813592207939093920370810059289;6.6856
2019;1.3.6.1.4.1.9590.100.1.2.190727149413805451333206478261481414648;1.3.6.1.4.1.9590.100.1.2.266447459412025533907550130074057505168;6.6815
2018;1.3.6.1.4.1.9590.100.1.2.355887110612575460735098282532151705529;1.3.6.1.4.1.9590.100.1.2.273291832210714241227894770042276119767;6.6508
2018;1.3.6.1.4.1.9590.100.1.2.9261204411599947426668581600091871222;1.3.6.1.4.1.9590.100.1.2.137388861212189105718444330340942074954;6.645
2018;1.3.6.1.4.1.9590.100.1.2.171596972813630889016876343273348096527;1.3.6.1.4.1.9590.100.1.2.409631701912893284222953512100410024404;6.6118
2018;1.3.6.1.4.1.9590.100.1.2.243061613411943818208606325012265431930;1.3.6.1.4.1.9590.100.1.2.276335557611215248416756192143706465388;6.606
2018;1.3.6.1.4.1.9590.100.1.2.256108815510433503800551115811524310337;1.3.6.1.4.1.9590.100.1.2.23234841311722961915357546711652274108;6.5982
2018;1.3.6.1.4.1.9590.100.1.2.185233699211043836028157070490808455024;1.3.6.1.4.1.9590.100.1.2.25152505113132659930778074971828448403;6.5978
2018;1.3.6.1.4.1.9590.100.1.2.1265720812628665927003372881405086308;1.3.6.1.4.1.9590.100.1.2.194508207812587865415597946233823748652;6.5943
2018;1.3.6.1.4.1.9590.100.1.2.29845998412997215639031773514289828119;1.3.6.1.4.1.9590.100.1.2.63874520612478495826172712000470481583;6.5709
2018;1.3.6.1.4.1.9590.100.1.2.34514056910232188219054496560915511808;1.3.6.1.4.1.9590.100.1.2.287874202912359438431757044523019807959;6.5664
2018;1.3.6.1.4.1.9590.100.1.2.129295517712483035305666138883106377803;1.3.6.1.4.1.9590.100.1.2.49063918211301465439598642413812593149;6.5602
2018;1.3.6.1.4.1.9590.100.1.2.328377082512190829332731053263947552525;1.3.6.1.4.1.9590.100.1.2.128156260412426649332745230684126915788;6.5568
2018;1.3.6.1.4.1.9590.100.1.2.210741949313356500411679692113500186036;1.3.6.1.4.1.9590.100.1.2.407216066511419481328798048250462817703;6.5537
2018;1.3.6.1.4.1.9590.100.1.2.122759937711288218713148978103339561530;1.3.6.1.4.1.9590.100.1.2.262125421611619737736817929112771379112;6.5211
2018;1.3.6.1.4.1.9590.100.1.2.92855803811026938425373444350122415568;1.3.6.1.4.1.9590.100.1.2.155155630112154598135480597932389816189;6.5033
2019;1.3.6.1.4.1.9590.100.1.2.198824690811822899605404466132690107774;1.3.6.1.4.1.9590.100.1.2.23799214613677513001500123093846513045;6.4956
2019;1.3.6.1.4.1.9590.100.1.2.157776666911053416013594249062651857197;1.3.6.1.4.1.9590.100.1.2.201498218711118405926078616872039549694;6.492
2019;1.3.6.1.4.1.9590.100.1.2.413228127711066035327571667833801742902;1.3.6.1.4.1.9590.100.1.2.16606484110272152338191085060192590675;6.4715
2019;1.3.6.1.4.1.9590.100.1.2.304256992412201574921044673810400484934;1.3.6.1.4.1.9590.100.1.2.127666571811115945117901154890034705983;6.4709
2018;1.3.6.1.4.1.9590.100.1.2.389884425711779997228410558721400298393;1.3.6.1.4.1.9590.100.1.2.205093653811580734432690630920636652310;6.4656
2018;1.3.6.1.4.1.9590.100.1.2.97635215411956413405752823280073020756;1.3.6.1.4.1.9590.100.1.2.237108092912628903525850525704020787539;6.4603
2018;1.3.6.1.4.1.9590.100.1.2.303613754112293221414227943770990002285;1.3.6.1.4.1.9590.100.1.2.331218583411313477903580604730896233778;6.4574
2019;1.3.6.1.4.1.9590.100.1.2.9559361110735853608222460683308397783;1.3.6.1.4.1.9590.100.1.2.139868854411033791515246232511774125533;6.4104
2019;1.3.6.1.4.1.9590.100.1.2.230478093713340699938897893381637701513;1.3.6.1.4.1.9590.100.1.2.245878138312277494941636325640847542960;6.405
2018;1.3.6.1.4.1.9590.100.1.2.281245765011714110935266461861088549279;1.3.6.1.4.1.9590.100.1.2.249097203412402485231437157522595170018;6.3998
2019;1.3.6.1.4.1.9590.100.1.2.335379445212937914841230970101199273564;1.3.6.1.4.1.9590.100.1.2.20846876011853022115691518823679957411;6.3982
2019;1.3.6.1.4.1.9590.100.1.2.23409663611848319239969378831580086251;1.3.6.1.4.1.9590.100.1.2.337798518113418598640337795903303756963;6.3937
2018;1.3.6.1.4.1.9590.100.1.2.125990247012690850122079423341504929107;1.3.6.1.4.1.9590.100.1.2.420321415910846847012406980180641864033;6.372
